Client_ID,Age,Annual_Income,Years_Employed,Home_Ownership,Loan_Amount,Loan_Purpose,Interest_Rate,Credit_History_Length_Years,Previous_Defaults,Monthly_Income,Estimated_Monthly_Payment,DTI_Ratio,Default_On_File
CL_08624,57,14500.0,5,MORTGAGE,31207,PERSONAL,9.08,24,1,1208.3333333333333,1418.35815,1.1738136413793105,1
CL_08625,33,106200.0,0,RENT,16864,VENTURE,13.98,3,0,8850.0,800.8994666666666,0.09049711487758945,0
CL_08626,25,85000.0,13,MORTGAGE,30702,EDUCATION,13.47,4,0,7083.333333333333,1451.564975,0.20492682,0
CL_08627,31,68300.0,0,MORTGAGE,32155,VENTURE,10.94,21,0,5691.666666666667,1486.364875,0.2611475622254758,0
CL_08628,30,45100.0,5,RENT,14427,PERSONAL,5.47,22,0,3758.3333333333335,634.0065375,0.1686935354767184,0
CL_08629,72,28000.0,17,RENT,4174,PERSONAL,7.89,28,0,2333.3333333333335,187.63869166666666,0.08041658214285713,0
CL_08630,33,19000.0,16,RENT,26313,MEDICAL,14.22,9,0,1583.3333333333333,1252.279525,0.7909133842105263,0
CL_08631,61,13700.0,1,RENT,13852,PERSONAL,11.7,12,0,1141.6666666666667,644.6951666666666,0.5646964963503649,0
CL_08632,73,53500.0,7,MORTGAGE,18410,PERSONAL,11.21,9,0,4458.333333333333,853.073375,0.19134356074766357,0
CL_08633,66,68200.0,1,MORTGAGE,22023,EDUCATION,6.47,9,0,5683.333333333333,976.9953375,0.1719053379765396,1
CL_08634,70,34500.0,15,MORTGAGE,34871,VENTURE,10.21,16,0,2875.0,1601.3053791666669,0.5569757840579711,0
CL_08635,35,27500.0,3,OWN,20067,EDUCATION,12.9,24,0,2291.6666666666665,943.985125,0.41192078181818187,1
CL_08636,62,37900.0,1,RENT,5944,EDUCATION,6.17,5,1,3158.3333333333335,262.9477,0.08325520844327176,1
CL_08637,27,24700.0,4,RENT,7964,DEBT_CONSOLIDATION,6.0,5,0,2058.3333333333335,351.74333333333334,0.17088744939271255,0
CL_08638,60,36800.0,16,MORTGAGE,9587,DEBT_CONSOLIDATION,12.37,14,0,3066.6666666666665,448.8713291666666,0.14637108559782608,0
CL_08639,48,23900.0,1,OWN,12131,MEDICAL,13.42,20,0,1991.6666666666667,573.2908416666666,0.28784477405857734,0
CL_08640,52,52400.0,13,MORTGAGE,12523,MEDICAL,8.86,14,0,4366.666666666667,568.0224083333334,0.13008146755725192,0
CL_08641,55,76600.0,19,MORTGAGE,31007,PERSONAL,9.89,15,0,6383.333333333333,1419.7330124999999,0.2224124823759791,0
CL_08642,35,49300.0,6,OWN,24761,MEDICAL,16.95,16,0,4108.333333333333,1206.5828958333334,0.29369157707910754,0
CL_08643,68,34600.0,14,MORTGAGE,32028,MEDICAL,18.04,7,0,2883.3333333333335,1575.2438000000002,0.5463273294797688,0
CL_08644,56,65700.0,17,MORTGAGE,11466,PERSONAL,9.88,11,0,5475.0,524.9517,0.09588158904109588,0
CL_08645,41,36700.0,12,OWN,21828,VENTURE,10.34,4,0,3058.3333333333335,1003.5423,0.3281337220708447,0
CL_08646,26,64500.0,11,RENT,27736,PERSONAL,17.45,5,0,5375.0,1357.3305000000003,0.25252660465116283,0
CL_08647,21,24800.0,1,OWN,27899,PERSONAL,19.61,14,0,2066.6666666666665,1390.4164125,0.6727821350806452,1
CL_08648,24,26800.0,11,RENT,4433,VENTURE,9.81,9,0,2233.3333333333335,202.82822083333335,0.09081860634328358,1
CL_08649,31,20100.0,5,OWN,30397,PERSONAL,16.83,23,0,1675.0,1479.7006291666667,0.8834033606965174,1
CL_08650,64,27500.0,0,RENT,19453,DEBT_CONSOLIDATION,12.2,9,0,2291.6666666666665,909.4277499999998,0.39684119999999995,0
CL_08651,46,65400.0,0,MORTGAGE,13672,MEDICAL,8.96,24,1,5450.0,620.7088,0.11389152293577981,1
CL_08652,57,21500.0,14,OWN,6140,PERSONAL,15.23,11,0,1791.6666666666667,294.79675,0.16453772093023253,0
CL_08653,43,9100.0,15,RENT,14999,EDUCATION,11.94,28,1,758.3333333333334,699.5783583333333,0.922520912087912,1
CL_08654,49,28300.0,6,MORTGAGE,14778,MEDICAL,9.02,19,0,2358.3333333333335,671.29065,0.28464621201413426,0
CL_08655,41,18000.0,13,RENT,18863,DEBT_CONSOLIDATION,6.61,19,0,1500.0,837.9101791666667,0.5586067861111111,1
CL_08656,68,26800.0,18,RENT,16108,DEBT_CONSOLIDATION,18.0,12,0,2233.3333333333335,791.9766666666666,0.3546164179104477,0
CL_08657,65,128600.0,18,OWN,16350,PERSONAL,18.18,15,1,10716.666666666666,805.10125,0.07512608864696735,1
CL_08658,65,21300.0,12,RENT,28511,VENTURE,6.12,2,0,1775.0,1260.6613833333333,0.710231765258216,0
CL_08659,69,53100.0,11,MORTGAGE,4230,EDUCATION,14.95,12,0,4425.0,202.599375,0.045785169491525425,0
CL_08660,47,34600.0,0,RENT,25718,PERSONAL,7.44,3,0,2883.3333333333335,1151.3091333333334,0.39929796531791906,0
CL_08661,59,45400.0,11,OWN,5020,VENTURE,14.69,26,1,3783.3333333333335,239.89325,0.06340790748898678,0
CL_08662,60,26800.0,3,MORTGAGE,17834,DEBT_CONSOLIDATION,18.61,15,0,2233.3333333333335,881.3711416666666,0.3946437947761194,0
CL_08663,33,72900.0,14,MORTGAGE,2259,MEDICAL,8.9,14,0,6075.0,102.50212499999999,0.016872777777777778,0
CL_08664,43,46900.0,15,OWN,10195,DEBT_CONSOLIDATION,10.22,19,0,3908.3333333333335,468.205375,0.119796684434968,0
CL_08665,36,47700.0,14,RENT,5777,PERSONAL,16.93,3,0,3975.0,281.4602541666667,0.07080761111111111,0
CL_08666,50,38500.0,7,MORTGAGE,30989,VENTURE,16.03,15,0,3208.3333333333335,1498.1890291666666,0.4669680090909091,0
CL_08667,24,77200.0,18,MORTGAGE,28927,PERSONAL,11.13,11,0,6433.333333333333,1339.4406291666667,0.20820320660621763,0
CL_08668,60,50800.0,14,RENT,19380,DEBT_CONSOLIDATION,17.73,22,0,4233.333333333333,950.66975,0.22456765748031499,0
CL_08669,36,45400.0,17,MORTGAGE,29250,EDUCATION,18.81,9,1,3783.3333333333335,1447.9968749999998,0.38273045154185015,0
CL_08670,51,53700.0,10,MORTGAGE,24520,DEBT_CONSOLIDATION,11.79,28,0,4475.0,1142.1211666666666,0.2552226070763501,1
CL_08671,73,12600.0,8,MORTGAGE,12224,PERSONAL,5.59,29,1,1050.0,537.8050666666667,0.5121953015873016,1
CL_08672,62,40600.0,0,RENT,18878,VENTURE,12.64,7,0,3383.3333333333335,886.0074666666668,0.26187412807881777,0
CL_08673,45,34900.0,8,RENT,26648,PERSONAL,16.1,7,0,2908.3333333333335,1289.097,0.44324252148997134,0
CL_08674,64,73200.0,11,RENT,13304,MEDICAL,8.3,7,0,6100.0,600.343,0.09841688524590163,0
CL_08675,32,23800.0,1,RENT,2578,MEDICAL,6.49,17,0,1983.3333333333333,114.38800833333333,0.05767462605042017,0
CL_08676,46,41000.0,10,RENT,27315,VENTURE,9.28,4,0,3416.6666666666665,1243.743,0.3640223414634146,0
CL_08677,57,115200.0,13,MORTGAGE,14004,DEBT_CONSOLIDATION,5.17,25,0,9600.0,613.66695,0.063923640625,0
CL_08678,68,35800.0,1,MORTGAGE,24377,PERSONAL,15.73,4,0,2983.3333333333335,1175.4792541666668,0.3940153924581006,1
CL_08679,53,16300.0,14,OWN,28541,MEDICAL,7.19,7,0,1358.3333333333333,1274.7124125,0.9384385858895706,0
CL_08680,48,133800.0,17,MORTGAGE,32806,EDUCATION,15.85,2,0,11150.0,1583.5729583333334,0.14202448056801198,0
CL_08681,29,23600.0,13,RENT,18943,MEDICAL,8.52,22,0,1966.6666666666667,856.5393166666667,0.4355284661016949,1
CL_08682,32,19500.0,11,RENT,8888,DEBT_CONSOLIDATION,19.88,5,0,1625.0,443.95559999999995,0.2732034461538461,0
CL_08683,25,19900.0,9,MORTGAGE,5575,VENTURE,12.98,10,0,1658.3333333333333,262.44312499999995,0.15825716080402008,0
CL_08684,74,56200.0,13,OWN,4856,EDUCATION,5.62,18,0,4683.333333333333,213.7044666666667,0.04563084697508898,0
CL_08685,72,79100.0,14,MORTGAGE,27287,PERSONAL,16.59,28,0,6591.666666666667,1325.579720833333,0.2010993255372945,0
CL_08686,74,104400.0,4,MORTGAGE,5139,PERSONAL,11.15,27,0,8700.0,237.9999375,0.027356314655172412,0
CL_08687,48,36700.0,1,RENT,25216,VENTURE,14.11,14,1,3058.3333333333335,1198.9157333333333,0.3920160435967302,1
CL_08688,55,20100.0,5,MORTGAGE,14162,EDUCATION,19.27,3,0,1675.0,703.7923916666665,0.42017456218905463,0
CL_08689,25,25800.0,11,MORTGAGE,6819,EDUCATION,12.76,3,0,2150.0,320.37935,0.1490136511627907,0
CL_08690,54,37100.0,1,RENT,30707,EDUCATION,17.07,19,0,3091.6666666666665,1497.8618708333333,0.48448362398921835,1
CL_08691,66,35900.0,3,MORTGAGE,16230,VENTURE,9.54,21,0,2991.6666666666665,740.7642500000001,0.24760922005571034,0
CL_08692,54,79600.0,6,RENT,29220,VENTURE,15.72,26,0,6633.333333333333,1408.8909999999998,0.2123956281407035,0
CL_08693,33,16500.0,15,MORTGAGE,27736,PERSONAL,6.49,25,0,1375.0,1230.6694333333332,0.895032315151515,0
CL_08694,59,18600.0,0,MORTGAGE,23123,MEDICAL,18.4,13,1,1550.0,1140.7346666666665,0.7359578494623655,1
CL_08695,62,30200.0,0,MORTGAGE,10693,DEBT_CONSOLIDATION,8.0,7,0,2516.6666666666665,481.185,0.19119933774834438,0
CL_08696,65,45300.0,13,MORTGAGE,34582,PERSONAL,9.53,6,0,3775.0,1578.236025,0.4180757682119205,1
CL_08697,68,27800.0,10,MORTGAGE,8584,EDUCATION,19.37,20,0,2316.6666666666665,426.94669999999996,0.18429353956834532,0
CL_08698,34,26500.0,11,OWN,14378,MEDICAL,7.33,13,0,2208.3333333333335,642.9961416666666,0.2911680641509434,0
CL_08699,31,73400.0,10,MORTGAGE,15655,DEBT_CONSOLIDATION,8.82,5,0,6116.666666666667,709.8237916666667,0.1160474863760218,0
CL_08700,62,48200.0,5,MORTGAGE,12517,EDUCATION,13.7,6,0,4016.6666666666665,592.992875,0.1476330809128631,0
CL_08701,58,20100.0,11,RENT,2323,VENTURE,19.71,12,0,1675.0,115.86930416666667,0.0691757039800995,0
CL_08702,24,26700.0,11,MORTGAGE,25580,MEDICAL,15.37,8,0,2225.0,1229.6519166666665,0.5526525468164794,1
CL_08703,73,49500.0,9,RENT,29093,VENTURE,6.71,25,0,4125.0,1293.5475125,0.3135872757575758,0
CL_08704,53,17000.0,7,RENT,10450,DEBT_CONSOLIDATION,16.22,18,0,1416.6666666666667,506.04125,0.3572055882352941,0
CL_08705,27,49300.0,19,RENT,3034,DEBT_CONSOLIDATION,11.39,24,0,4108.333333333333,140.815525,0.03427558417849899,0
CL_08706,61,29500.0,18,MORTGAGE,23974,EDUCATION,19.88,15,0,2458.3333333333335,1197.5013,0.48711917288135587,1
CL_08707,28,45100.0,6,MORTGAGE,6966,VENTURE,14.43,8,0,3758.3333333333335,332.13307499999996,0.08837243680709533,0
CL_08708,57,39000.0,13,OWN,31717,PERSONAL,12.98,13,0,3250.0,1493.0777749999997,0.4594085461538461,1
CL_08709,71,18600.0,3,MORTGAGE,2705,PERSONAL,13.36,7,1,1550.0,127.76616666666666,0.08242978494623655,0
CL_08710,30,24800.0,0,RENT,29517,VENTURE,14.62,16,0,2066.6666666666665,1409.682725,0.6821045443548387,1
CL_08711,63,86500.0,7,MORTGAGE,4758,DEBT_CONSOLIDATION,15.98,20,0,7208.333333333333,229.93034999999998,0.031897852023121384,0
CL_08712,35,150700.0,4,MORTGAGE,20227,MEDICAL,6.17,28,0,12558.333333333334,894.7919125,0.07125084903782349,1
CL_08713,58,12700.0,7,MORTGAGE,33027,VENTURE,6.96,25,0,1058.3333333333333,1471.9033,1.3907747716535435,0
CL_08714,35,67900.0,7,MORTGAGE,3133,EDUCATION,9.51,23,0,5658.333333333333,142.95617916666666,0.02526471502209131,0
CL_08715,25,43400.0,6,RENT,3578,PERSONAL,12.17,5,0,3616.6666666666665,167.226775,0.046237817972350236,0
CL_08716,49,126700.0,18,MORTGAGE,34581,EDUCATION,9.67,20,0,10558.333333333334,1580.2076125,0.14966449368587215,0
CL_08717,39,26000.0,3,MORTGAGE,7551,MEDICAL,8.21,22,0,2166.6666666666665,340.4557125,0.1571334057692308,0
CL_08718,74,62300.0,19,OWN,3580,PERSONAL,18.88,15,0,5191.666666666667,177.32933333333335,0.03415653290529695,0
CL_08719,71,30300.0,5,RENT,4932,PERSONAL,5.49,22,0,2525.0,216.78194999999997,0.08585423762376236,1
CL_08720,30,78300.0,11,MORTGAGE,9487,PERSONAL,19.08,25,1,6525.0,470.71331666666657,0.0721399719029374,1
CL_08721,32,145300.0,17,MORTGAGE,8113,EDUCATION,18.61,23,1,12108.333333333334,400.9512208333333,0.03311365898141775,0
CL_08722,74,41300.0,11,RENT,18538,DEBT_CONSOLIDATION,15.26,15,0,3441.6666666666665,890.2874500000001,0.25867916222760295,0
CL_08723,24,18300.0,17,MORTGAGE,29556,EDUCATION,5.49,1,0,1525.0,1299.10935,0.8518749836065573,0
CL_08724,51,84800.0,2,OWN,1887,DEBT_CONSOLIDATION,8.38,4,0,7066.666666666667,85.21377500000001,0.012058553066037737,0
CL_08725,38,51000.0,9,MORTGAGE,20656,VENTURE,19.69,20,0,4250.0,1030.1319333333333,0.2423839843137255,0
CL_08726,36,45600.0,6,RENT,19816,PERSONAL,18.59,21,0,3800.0,979.1581,0.2576731842105263,1
CL_08727,60,93900.0,2,RENT,25395,EDUCATION,19.47,21,1,7825.0,1264.1419375,0.16155168530351438,0
CL_08728,56,18400.0,18,RENT,6525,MEDICAL,19.94,26,1,1533.3333333333333,326.086875,0.21266535326086958,1
CL_08729,45,23600.0,12,RENT,31718,MEDICAL,5.96,4,1,1966.6666666666667,1400.3497,0.712042220338983,1
CL_08730,43,51900.0,3,MORTGAGE,22002,DEBT_CONSOLIDATION,13.56,15,0,4325.0,1041.0613,0.24070781502890176,0
CL_08731,32,23300.0,9,MORTGAGE,26410,DEBT_CONSOLIDATION,17.51,3,0,1941.6666666666667,1293.099625,0.6659740557939914,0
CL_08732,54,30000.0,5,MORTGAGE,4480,PERSONAL,9.8,6,0,2500.0,204.96,0.081984,0
CL_08733,56,78000.0,0,MORTGAGE,21990,DEBT_CONSOLIDATION,11.53,27,1,6500.0,1021.893625,0.15721440384615384,0
CL_08734,57,47100.0,5,MORTGAGE,32577,MEDICAL,9.26,14,1,3925.0,1483.067925,0.3778517006369427,0
CL_08735,23,17900.0,7,MORTGAGE,20056,EDUCATION,5.57,2,0,1491.6666666666667,882.2133,0.5914279106145252,1
CL_08736,29,46400.0,14,RENT,5032,EDUCATION,6.09,28,0,3866.6666666666665,222.43536666666668,0.05752638793103449,0
CL_08737,73,76400.0,7,MORTGAGE,23377,DEBT_CONSOLIDATION,5.32,25,0,6366.666666666667,1025.860683333333,0.16112995026178006,0
CL_08738,38,40300.0,5,RENT,27277,DEBT_CONSOLIDATION,12.91,22,0,3358.3333333333335,1283.2691958333332,0.3821148970223325,0
CL_08739,63,61300.0,18,OWN,8425,MEDICAL,14.28,27,0,5108.333333333333,401.17041666666665,0.07853254486133769,0
CL_08740,55,26600.0,13,OWN,31773,VENTURE,9.62,21,0,2216.6666666666665,1451.2317750000002,0.6546910263157896,1
CL_08741,54,42400.0,1,MORTGAGE,13892,EDUCATION,17.39,16,0,3533.3333333333335,679.49245,0.19230918396226412,0
CL_08742,61,14100.0,6,MORTGAGE,21230,DEBT_CONSOLIDATION,18.32,3,0,1175.0,1046.639,0.8907565957446808,1
CL_08743,34,53000.0,7,MORTGAGE,21400,PERSONAL,7.1,20,1,4416.666666666667,954.9749999999999,0.2162207547169811,0
CL_08744,24,45100.0,9,MORTGAGE,17679,DEBT_CONSOLIDATION,5.78,6,0,3758.3333333333335,779.201925,0.20732645454545454,0
CL_08745,49,16700.0,12,RENT,17309,DEBT_CONSOLIDATION,9.79,3,0,1391.6666666666667,791.8146291666667,0.5689685958083832,1
CL_08746,61,90400.0,19,RENT,5483,EDUCATION,15.69,26,1,7533.333333333333,264.30344583333334,0.03508452820796461,0
CL_08747,65,51200.0,0,OWN,32850,DEBT_CONSOLIDATION,12.61,23,0,4266.666666666667,1541.349375,0.36125375976562496,0
CL_08748,70,24000.0,8,RENT,15113,PERSONAL,12.32,15,0,2000.0,707.2883999999999,0.35364419999999996,1
CL_08749,35,53800.0,9,MORTGAGE,18951,PERSONAL,7.29,5,0,4483.333333333333,847.1886625000001,0.18896401394052048,0
CL_08750,48,20100.0,19,OWN,23417,PERSONAL,10.27,26,0,1675.0,1075.9135791666668,0.6423364651741295,0
CL_08751,62,21900.0,1,MORTGAGE,32911,MEDICAL,19.38,1,0,1825.0,1637.0479916666666,0.897012598173516,1
CL_08752,36,20200.0,19,MORTGAGE,22834,PERSONAL,10.11,25,1,1683.3333333333333,1047.6048916666666,0.6223395396039604,1
CL_08753,32,19800.0,10,OWN,2975,EDUCATION,13.87,25,0,1650.0,141.15135416666666,0.08554627525252526,1
CL_08754,72,47200.0,4,MORTGAGE,5132,VENTURE,5.88,17,0,3933.3333333333335,226.40673333333334,0.05756103389830508,0
CL_08755,25,38400.0,17,MORTGAGE,8398,DEBT_CONSOLIDATION,5.96,20,0,3200.0,370.7717,0.11586615625,0
CL_08756,54,56900.0,6,RENT,5278,DEBT_CONSOLIDATION,11.36,12,0,4741.666666666667,244.89919999999998,0.051648337434094894,0
CL_08757,62,6700.0,2,MORTGAGE,8925,DEBT_CONSOLIDATION,14.06,20,0,558.3333333333334,424.16062500000004,0.759690671641791,1
CL_08758,21,28700.0,15,RENT,14833,PERSONAL,10.59,10,0,2391.6666666666665,683.4922791666668,0.28578074390243907,0
CL_08759,59,29000.0,14,RENT,5165,PERSONAL,7.69,24,0,2416.6666666666665,231.75785416666668,0.09589980172413794,0
CL_08760,52,37500.0,7,MORTGAGE,17847,PERSONAL,16.04,2,0,3125.0,862.90245,0.276128784,0
CL_08761,46,36900.0,19,MORTGAGE,33472,VENTURE,7.1,23,0,3075.0,1493.6879999999999,0.48575219512195117,0
CL_08762,37,41600.0,4,OWN,34697,VENTURE,15.02,8,1,3466.6666666666665,1662.853725,0.47966934375,1
CL_08763,68,38300.0,2,RENT,8918,VENTURE,19.35,19,0,3191.6666666666665,443.48470833333334,0.1389508224543081,0
CL_08764,47,27600.0,4,MORTGAGE,4911,VENTURE,12.06,29,0,2300.0,229.302775,0.09969685869565217,0
CL_08765,44,28600.0,8,RENT,23928,VENTURE,8.01,16,1,2383.3333333333335,1076.8597000000002,0.45182924475524483,1
CL_08766,55,35200.0,15,OWN,5412,DEBT_CONSOLIDATION,17.63,26,0,2933.3333333333335,265.25565,0.09042806249999999,0
CL_08767,66,49200.0,13,MORTGAGE,34485,DEBT_CONSOLIDATION,12.58,19,0,4100.0,1617.6338749999998,0.3945448475609756,0
CL_08768,62,38200.0,17,RENT,7365,VENTURE,18.85,9,0,3183.3333333333335,364.7209375,0.11457202225130889,0
CL_08769,74,22700.0,6,MORTGAGE,18041,DEBT_CONSOLIDATION,15.81,8,0,1891.6666666666667,870.5534208333335,0.46020445154185025,1
CL_08770,59,22000.0,14,OWN,2212,VENTURE,11.46,17,0,1833.3333333333333,102.72896666666668,0.056033981818181824,0
CL_08771,46,49300.0,7,OWN,29397,VENTURE,14.26,15,1,4108.333333333333,1399.5421750000003,0.34065935294117655,1
CL_08772,69,57200.0,2,RENT,7435,VENTURE,7.55,2,0,4766.666666666667,333.18093749999997,0.06989809877622377,0
CL_08773,58,69100.0,10,MORTGAGE,29628,DEBT_CONSOLIDATION,10.81,4,0,5758.333333333333,1367.94945,0.23755996237337196,0
CL_08774,43,27100.0,19,MORTGAGE,1757,MEDICAL,13.91,27,0,2258.3333333333335,83.3916125,0.036926175276752765,0
CL_08775,42,11800.0,17,MORTGAGE,6536,MEDICAL,13.85,6,0,983.3333333333334,310.05150000000003,0.3153066101694915,0
CL_08776,24,45700.0,14,MORTGAGE,15271,MEDICAL,13.81,15,0,3808.3333333333335,724.1635458333334,0.1901523533916849,0
CL_08777,69,23600.0,9,MORTGAGE,31757,EDUCATION,16.15,13,0,1966.6666666666667,1536.9064791666667,0.7814778707627119,1
CL_08778,29,34100.0,2,OWN,6572,MEDICAL,6.58,3,0,2841.6666666666665,291.85156666666666,0.10270436363636364,0
CL_08779,24,39700.0,14,OWN,26806,MEDICAL,6.1,20,0,3308.3333333333335,1185.0485833333332,0.35820108312342563,0
CL_08780,27,50600.0,5,MORTGAGE,28549,MEDICAL,7.22,16,0,4216.666666666667,1275.4265750000002,0.30247270553359684,0
CL_08781,43,62100.0,10,MORTGAGE,28834,PERSONAL,16.89,14,0,5175.0,1404.335941666667,0.2713692640901772,0
CL_08782,22,73300.0,10,MORTGAGE,27588,VENTURE,5.97,4,0,6108.333333333333,1218.12515,0.1994202155525239,0
CL_08783,69,80100.0,18,RENT,6125,DEBT_CONSOLIDATION,8.38,10,0,6675.0,276.5947916666667,0.04143742197253434,0
CL_08784,44,38700.0,2,MORTGAGE,22976,PERSONAL,8.82,23,0,3225.0,1041.7701333333334,0.32302949870801034,0
CL_08785,60,13200.0,12,MORTGAGE,31299,VENTURE,14.71,23,0,1100.0,1495.9617875000001,1.3599652613636364,0
CL_08786,51,25200.0,7,RENT,15848,MEDICAL,11.02,23,0,2100.0,733.1020666666667,0.34909622222222225,0
CL_08787,67,84500.0,10,OWN,32501,MEDICAL,7.98,4,0,7041.666666666667,1462.2741583333334,0.2076602355029586,0
CL_08788,51,39700.0,10,OWN,1082,PERSONAL,11.74,12,0,3308.3333333333335,50.37611666666666,0.015227037783375313,0
CL_08789,67,134200.0,12,OWN,8966,DEBT_CONSOLIDATION,15.28,5,0,11183.333333333334,430.6668666666667,0.03850970491803279,1
CL_08790,60,28900.0,2,MORTGAGE,21146,PERSONAL,16.79,4,0,2408.3333333333335,1029.0172249999998,0.42727358823529404,0
CL_08791,68,145500.0,5,MORTGAGE,32054,PERSONAL,6.86,9,0,12125.0,1427.20435,0.11770757525773196,0
CL_08792,71,36300.0,9,OWN,18042,VENTURE,15.72,20,1,3025.0,869.9250999999999,0.2875785454545454,0
CL_08793,63,28200.0,18,RENT,23629,EDUCATION,5.07,1,0,2350.0,1034.4579291666666,0.4401948634751773,1
CL_08794,54,23700.0,11,MORTGAGE,14599,DEBT_CONSOLIDATION,15.86,16,0,1975.0,704.7667250000001,0.3568439113924051,0
CL_08795,44,54000.0,13,OWN,12064,DEBT_CONSOLIDATION,14.92,8,0,4500.0,577.6645333333333,0.1283698962962963,0
CL_08796,69,15600.0,10,MORTGAGE,24524,PERSONAL,12.03,13,1,1300.0,1144.7598833333334,0.8805845256410257,1
CL_08797,46,26100.0,9,OWN,15895,PERSONAL,7.05,22,0,2175.0,708.9832291666667,0.3259693007662835,0
CL_08798,36,35200.0,2,MORTGAGE,31586,MEDICAL,16.47,18,0,2933.3333333333335,1532.8422583333333,0.5225598607954546,0
CL_08799,67,9400.0,12,RENT,31248,PERSONAL,6.08,1,0,783.3333333333334,1381.1616000000001,1.7631850212765958,1
CL_08800,33,34300.0,17,RENT,12416,VENTURE,18.43,26,1,2858.3333333333335,612.6778666666665,0.21434794169096205,1
CL_08801,35,102000.0,12,MORTGAGE,30614,MEDICAL,16.6,7,0,8500.0,1487.3301666666666,0.17498001960784312,0
CL_08802,47,47100.0,13,RENT,9885,EDUCATION,16.11,14,0,3925.0,478.2280625,0.12184154458598727,0
CL_08803,24,24500.0,13,MORTGAGE,5327,VENTURE,16.32,8,1,2041.6666666666667,258.18193333333335,0.12645645714285714,1
CL_08804,36,27300.0,6,RENT,20640,DEBT_CONSOLIDATION,6.01,16,0,2275.0,911.686,0.40074109890109894,1
CL_08805,50,44500.0,11,OWN,27428,DEBT_CONSOLIDATION,19.85,14,0,3708.3333333333335,1369.6857500000003,0.36935346067415736,0
CL_08806,64,26700.0,3,RENT,30059,VENTURE,17.88,10,0,2225.0,1476.3978833333333,0.6635496104868914,0
CL_08807,50,48100.0,15,MORTGAGE,11871,PERSONAL,12.62,9,0,4008.3333333333335,557.0466749999999,0.13897214345114342,0
CL_08808,56,26300.0,18,MORTGAGE,1863,PERSONAL,15.79,27,1,2191.6666666666665,89.8819875,0.0410107927756654,1
CL_08809,23,19600.0,9,OWN,26625,PERSONAL,16.09,20,0,1633.3333333333333,1287.8734375000001,0.7884939413265307,0
CL_08810,42,73800.0,15,MORTGAGE,8361,DEBT_CONSOLIDATION,17.45,7,0,6150.0,409.16643750000003,0.06653112804878049,0
CL_08811,69,55600.0,4,OWN,30208,VENTURE,8.83,5,0,4633.333333333333,1369.8069333333333,0.2956417841726619,0
CL_08812,42,11700.0,15,MORTGAGE,5806,PERSONAL,10.58,14,0,975.0,267.51144999999997,0.2743707179487179,1
CL_08813,70,29700.0,0,RENT,6383,MEDICAL,17.0,18,0,2475.0,311.17125,0.12572575757575757,0
CL_08814,70,67900.0,4,MORTGAGE,10686,DEBT_CONSOLIDATION,16.53,19,0,5658.333333333333,518.849825,0.09169658173784978,0
CL_08815,69,32900.0,12,MORTGAGE,17751,VENTURE,12.84,8,0,2741.6666666666665,834.59285,0.3044107659574468,0
CL_08816,32,25600.0,12,MORTGAGE,17795,VENTURE,10.94,10,0,2133.3333333333335,822.5738749999999,0.38558150390624996,0
CL_08817,41,31200.0,2,MORTGAGE,17737,VENTURE,19.53,11,0,2600.0,883.3765041666667,0.3397601939102564,0
CL_08818,24,38800.0,16,MORTGAGE,32139,VENTURE,11.23,5,0,3233.3333333333335,1489.5087375,0.46067280541237116,0
CL_08819,51,32600.0,18,RENT,18722,EDUCATION,16.46,15,0,2716.6666666666665,908.4850500000001,0.3344116748466258,0
CL_08820,64,34600.0,4,RENT,17712,MEDICAL,11.19,3,0,2883.3333333333335,820.5822,0.2845949826589595,0
CL_08821,51,33200.0,4,OWN,24400,EDUCATION,9.65,24,0,2766.6666666666665,1114.775,0.40293072289156634,0
CL_08822,43,20200.0,14,MORTGAGE,12021,PERSONAL,14.61,23,0,1683.3333333333333,574.0528375,0.3410214876237624,0
CL_08823,74,19600.0,9,RENT,2486,EDUCATION,17.11,7,0,1633.3333333333333,121.30644166666667,0.07426925000000001,1
CL_08824,73,18900.0,11,RENT,8607,EDUCATION,19.72,7,0,1575.0,429.34585,0.27260053968253967,0
CL_08825,40,38400.0,10,RENT,33740,DEBT_CONSOLIDATION,7.23,21,0,3200.0,1507.4750833333335,0.4710859635416667,0
CL_08826,35,51500.0,0,OWN,21119,VENTURE,18.14,20,0,4291.666666666667,1039.582775,0.2422328796116505,0
CL_08827,43,20600.0,2,RENT,18121,EDUCATION,12.86,22,0,1716.6666666666667,852.140025,0.4963922475728155,1
CL_08828,48,14800.0,3,MORTGAGE,6367,VENTURE,6.62,6,0,1233.3333333333333,282.853975,0.22934106081081082,0
CL_08829,36,21500.0,18,RENT,4888,MEDICAL,16.92,22,1,1791.6666666666667,238.12706666666668,0.13290813023255815,1
CL_08830,57,84200.0,19,MORTGAGE,27370,EDUCATION,9.97,27,0,7016.666666666667,1254.1162083333331,0.17873390142517812,1
CL_08831,41,30100.0,2,RENT,26878,DEBT_CONSOLIDATION,18.02,24,0,2508.3333333333335,1321.7256499999999,0.5269338139534883,0
CL_08832,35,31900.0,17,RENT,3668,DEBT_CONSOLIDATION,7.37,6,0,2658.3333333333335,164.09715000000003,0.0617293354231975,0
CL_08833,37,22500.0,2,MORTGAGE,5238,PERSONAL,15.67,10,0,1875.0,252.44977500000002,0.13463988000000002,0
